121,Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),Thu Dec 31 21,Sun Dec 06 2020 15:37:14 GMT-0800 (Pacific Standard Time),Fri122,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sun Dec 20 2020 15:37:14 GMT-0800 (Pacific Standard Time),1,6,6,3673,1,763
145,Mon Dec 07 2020 15:37:14 GMT-0800 (Pacific Standard Time),Wed Dec 16 2020 15:37:14 GMT-0800 (Pacific Standard Time),2,12,1,7761,1,854
146,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Wed Dec 16 2020 15:37:14 GMT-0800 (Pacific Standard Time),8,5,1,7761,1,793
147,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Fri Dec 25 2020 15:37:14 GMT-0800 (Pacific Standard Time),14,1,0,1629,1,457
148,Sun Dec 06 2020 15:37:14 GMT-0800 (Pacific Standard Time),Tue Dec 08 2020 15:37:14 GMT-0800 (Pacific Standard Time),1,1,2,1118,1,295
149,Mon Dec 07 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sun Dec 27 2020 15:37:14 GMT-0800 (Pacific Standard Time),7,3,1,5717,1,479
150,Tue Dec 08 2020 15:37:14 GMT-0800 (Pacific Standard Time),Wed Dec 30 2020 15:37:14 GMT-0800 (Pacific Standard Time),13,1,1,6228,1,94
151,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 07 2020 15:37:14 GMT-0800 (Pacific Standard Time),1,8,4,6228,1,500
152,Tue Dec 08 2020 15:37:14 GMT-0800 (Pacific Standard Time),Thu Dec 24 2020 15:37:14 GMT-0800 (Pacific Standard Time),1,10,3,11338,1,746
153,Tue Dec 08 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 14 2020 15:37:14 GMT-0800 (Pacific Standard Time),3,6,2,1629,1,930
154,Sun Dec 06 2020 15:37:14 GMT-0800 (Pacific Standard Time),Fri Dec 18 2020 15:37:14 GMT-0800 (Pacific Standard Time),14,1,0,6739,1,548
155,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Fri Dec 25 2020 15:37:14 GMT-0800 (Pacific Standard Time),7,1,1,2140,1,826
156,Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 28 2020 15:37:14 GMT-0800 (Pacific Standard Time),7,4,2,3673,1,952
157,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sat Dec 26 2020 15:37:14 GMT-0800 (Pacific Standard Time),5,2,4,9294,1,571
158,Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),Wed Dec 23 2020 15:37:14 GMT-0800 (Pacific Standard Time),6,3,3,8272,1,931
159,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Wed Dec 23 2020 15:37:14 GMT-0800 (Pacific Standard Time),7,1,4,10316,1,191
160,Thu Dec 10 2020 15:37:14 GMT-0800 (Pacific Standard Time),Tue Dec 15 2020 15:37:14 GMT-0800 (Pacific Standard Time),3,5,3,11338,1,376
161,Tue Dec 08 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sat Dec 12 2020 15:37:14 GMT-0800 (Pacific Standard Time),3,6,1,8272,1,181
162,Thu Dec 10 2020 15:37:14 GMT-0800 (Pacific Standard Time),Wed Dec 16 2020 15:37:14 GMT-0800 (Pacific Standard Time),9,1,3,5206,1,502
163,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sun Dec 27 2020 15:37:14 GMT-0800 (Pacific Standard Time),3,9,1,6739,1,543
164,Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 14 2020 15:37:14 GMT-0800 (Pacific Standard Time),7,7,1,8272,1,352
165,Sun Dec 06 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sun Dec 27 2020 15:37:14 GMT-0800 (Pacific Standard Time),10,2,2,6739,1,727
166,Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),Tue Dec 22 2020 15:37:14 GMT-0800 (Pacific Standard Time),2,10,2,6739,1,916
167,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sat Dec 26 2020 15:37:14 GMT-0800 (Pacific Standard Time),14,1,0,9294,1,769
168,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Thu Dec 24 2020 15:37:14 GMT-0800 (Pacific Standard Time),14,1,0,8272,1,227
169,Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sun Dec 20 2020 15:37:14 GMT-0800 (Pacific Standard Time),7,4,3,8783,1,913
170,Tue Dec 08 2020 15:37:14 GMT-0800 (Pacific Standard Time),Thu Dec 24 2020 15:37:14 GMT-0800 (Pacific Standard Time),14,1,0,9805,1,651
171,Sun Dec 06 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sun Dec 13 2020 15:37:14 GMT-0800 (Pacific Standard Time),2,5,6,9294,1,123
172,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),9,1,1,9294,1,84
173,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),6,3,1,7761,1,415
174,Mon Dec 07 2020 15:37:14 GMT-0800 (Pacific Standard Time),Tue Dec 08 2020 15:37:14 GMT-0800 (Pacific Standard Time),11,1,2,9805,1,856
175,Sun Dec 06 2020 15:37:14 GMT-0800 (Pacific Standard Time),Tue Dec 22 2020 15:37:14 GMT-0800 (Pacific Standard Time),1,7,5,8272,1,103
176,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sun Dec 13 2020 15:37:14 GMT-0800 (Pacific Standard Time),7,4,2,3162,1,889
177,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sun Dec 20 2020 15:37:14 GMT-0800 (Pacific Standard Time),2,6,6,6739,1,769
178,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 07 2020 15:37:14 GMT-0800 (Pacific Standard Time),13,1,1,3162,1,26
179,Thu Dec 10 2020 15:37:14 GMT-0800 (Pacific Standard Time),Thu Dec 17 2020 15:37:14 GMT-0800 (Pacific Standard Time),1,10,3,4184,1,567
180,Thu Dec 10 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 14 2020 15:37:14 GMT-0800 (Pacific Standard Time),10,2,1,2651,1,361
181,Tue Dec 08 2020 15:37:14 GMT-0800 (Pacific Standard Time),Tue Dec 15 2020 15:37:14 GMT-0800 (Pacific Standard Time),11,3,1,8783,1,963
182,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sun Dec 13 2020 15:37:14 GMT-0800 (Pacific Standard Time),7,4,3,3162,1,661
183,Mon Dec 07 2020 15:37:14 GMT-0800 (Pacific Standard Time),Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),8,4,1,2140,1,203
184,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Wed Dec 30 2020 15:37:14 GMT-0800 (Pacific Standard Time),12,2,1,10316,1,919
185,Sun Dec 06 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 14 2020 15:37:14 GMT-0800 (Pacific Standard Time),2,1,1,7250,1,397
186,Thu Dec 10 2020 15:37:14 GMT-0800 (Pacific Standard Time),Fri Jan 01 2021 15:37:14 GMT-0800 (Pacific Standard Time),8,1,4,7761,1,835
187,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Tue Dec 29 2020 15:37:14 GMT-0800 (Pacific Standard Time),8,4,1,9294,1,489
188,Thu Dec 10 2020 15:37:14 GMT-0800 (Pacific Standard Time),Wed Dec 16 2020 15:37:14 GMT-0800 (Pacific Standard Time),3,10,1,5717,1,262
189,Thu Dec 10 2020 15:37:14 GMT-0800 (Pacific Standard Time),Thu Dec 24 2020 15:37:14 GMT-0800 (Pacific Standard Time),6,4,3,9294,1,231
190,Sun Dec 06 2020 15:37:14 GMT-0800 (Pacific Standard Time),Fri Dec 18 2020 15:37:14 GMT-0800 (Pacific Standard Time),7,4,1,4695,1,996
191,Sun Dec 06 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sat Dec 12 2020 15:37:14 GMT-0800 (Pacific Standard Time),6,5,1,7761,1,724
192,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Thu Dec 17 2020 15:37:14 GMT-0800 (Pacific Standard Time),13,1,1,11338,1,928
193,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Tue Dec 22 2020 15:37:14 GMT-0800 (Pacific Standard Time),6,1,2,4184,1,330
194,Sun Dec 06 2020 15:37:14 GMT-0800 (Pacific Standard Time),Wed Dec 23 2020 15:37:14 GMT-0800 (Pacific Standard Time),7,1,4,2651,1,604
195,Mon Dec 07 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 14 2020 15:37:14 GMT-0800 (Pacific Standard Time),13,1,1,11338,1,22
196,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Tue Dec 29 2020 15:37:14 GMT-0800 (Pacific Standard Time),13,1,1,2651,1,816
197,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),1,12,1,3673,1,323
198,Mon Dec 07 2020 15:37:14 GMT-0800 (Pacific Standard Time),Fri Dec 18 2020 15:37:14 GMT-0800 (Pacific Standard Time),1,7,4,9294,1,612
199,Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 14 2020 15:37:14 GMT-0800 (Pacific Standard Time),7,4,2,3673,1,781
200,Thu Dec 10 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sat Dec 26 2020 15:37:14 GMT-0800 (Pacific Standard Time),7,4,2,9805,1,759
201,Thu Dec 10 2020 15:37:14 GMT-0800 (Pacific Standard Time),Wed Dec 30 2020 15:37:14 GMT-0800 (Pacific Standard Time),14,1,0,3162,1,525
202,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sun Dec 20 2020 15:37:14 GMT-0800 (Pacific Standard Time),8,5,1,5206,1,47
203,Sun Dec 06 2020 15:37:14 GMT-0800 (Pacific Standard Time),Fri Dec 18 2020 15:37:14 GMT-0800 (Pacific Standard Time),2,11,1,5717,1,455
204,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sun Dec 20 2020 15:37:14 GMT-0800 (Pacific Standard Time),5,3,2,1629,1,369
205,Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),Thu Dec 17 2020 15:37:14 GMT-0800 (Pacific Standard Time),11,3,1,6228,1,414
206,Thu Dec 10 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sun Dec 13 2020 15:37:14 GMT-0800 (Pacific Standard Time),10,1,1,7761,1,751
207,Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sun Dec 27 2020 15:37:14 GMT-0800 (Pacific Standard Time),10,3,1,9805,1,18
208,Tue Dec 08 2020 15:37:14 GMT-0800 (Pacific Standard Time),Tue Dec 22 2020 15:37:14 GMT-0800 (Pacific Standard Time),14,1,0,10827,1,810
209,Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 21 2020 15:37:14 GMT-0800 (Pacific Standard Time),1,1,12,2140,1,785
210,Sun Dec 06 2020 15:37:14 GMT-0800 (Pacific Standard Time),Tue Dec 08 2020 15:37:14 GMT-0800 (Pacific Standard Time),8,6,1,9805,1,902
211,Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),Thu Dec 10 2020 15:37:14 GMT-0800 (Pacific Standard Time),2,11,1,7250,1,589
212,Sun Dec 06 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sun Dec 13 2020 15:37:14 GMT-0800 (Pacific Standard Time),11,2,1,7761,1,315
213,Tue Dec 08 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 14 2020 15:37:14 GMT-0800 (Pacific Standard Time),3,10,1,10316,1,799
214,Thu Dec 10 2020 15:37:14 GMT-0800 (Pacific Standard Time),Tue Dec 29 2020 15:37:14 GMT-0800 (Pacific Standard Time),7,3,1,5206,1,84
215,Tue Dec 08 2020 15:37:14 GMT-0800 (Pacific Standard Time),Fri Dec 18 2020 15:37:14 GMT-0800 (Pacific Standard Time),1,7,5,5206,1,584
216,Mon Dec 07 2020 15:37:14 GMT-0800 (Pacific Standard Time),Tue Dec 29 2020 15:37:14 GMT-0800 (Pacific Standard Time),3,11,1,9805,1,326
217,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Tue Dec 22 2020 15:37:14 GMT-0800 (Pacific Standard Time),3,10,1,607,1,416
218,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 07 2020 15:37:14 GMT-0800 (Pacific Standard Time),9,3,1,9805,1,611
219,Mon Dec 07 2020 15:37:14 GMT-0800 (Pacific Standard Time),Tue Dec 08 2020 15:37:14 GMT-0800 (Pacific Standard Time),2,9,2,3673,1,792
220,Mon Dec 07 2020 15:37:14 GMT-0800 (Pacific Standard Time),Thu Dec 24 2020 15:37:14 GMT-0800 (Pacific Standard Time),11,1,2,1118,1,569
221,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sun Dec 20 2020 15:37:14 GMT-0800 (Pacific Standard Time),10,4,1,3673,1,306
222,Sun Dec 06 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sun Dec 20 2020 15:37:14 GMT-0800 (Pacific Standard Time),4,3,3,5717,1,35
223,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Fri Jan 01 2021 15:37:14 GMT-0800 (Pacific Standard Time),10,1,2,1629,1,217
224,Mon Dec 07 2020 15:37:14 GMT-0800 (Pacific Standard Time),Thu Dec 17 2020 15:37:14 GMT-0800 (Pacific Standard Time),11,1,1,9294,1,184
225,Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 21 2020 15:37:14 GMT-0800 (Pacific Standard Time),10,3,1,1629,1,56
226,Tue Dec 08 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 28 2020 15:37:14 GMT-0800 (Pacific Standard Time),10,4,1,10316,1,349
227,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Thu Dec 31 2020 15:37:14 GMT-0800 (Pacific Standard Time),8,1,4,8272,1,491
228,Sun Dec 06 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 21 2020 15:37:14 GMT-0800 (Pacific Standard Time),1,13,1,4184,1,430
228,Tue Dec 08 2020 15:37:14 GMT-0800 (Pacific Standard Time),Fri Dec 25 2020 15:37:14 GMT-0800 (Pacific Standard Time),2,3,1,936,2,382
229,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sun Dec 27 2020 15:37:14 GMT-0800 (Pacific Standard Time),5,1,0,1385,2,91
230,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Thu Dec 17 2020 15:37:14 GMT-0800 (Pacific Standard Time),5,1,0,8120,2,280
231,Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),Thu Dec 10 2020 15:37:14 GMT-0800 (Pacific Standard Time),4,1,1,936,2,762
232,Mon Dec 07 2020 15:37:14 GMT-0800 (Pacific Standard Time),Wed Dec 23 2020 15:37:14 GMT-0800 (Pacific Standard Time),1,2,1,5875,2,340
233,Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),Fri Dec 18 2020 15:37:14 GMT-0800 (Pacific Standard Time),5,1,0,2283,2,707
234,Tue Dec 08 2020 15:37:14 GMT-0800 (Pacific Standard Time),Fri Dec 18 2020 15:37:14 GMT-0800 (Pacific Standard Time),1,1,1,1834,2,37
235,Sun Dec 06 2020 15:37:14 GMT-0800 (Pacific Standard Time),Tue Dec 15 2020 15:37:14 GMT-0800 (Pacific Standard Time),4,1,1,3630,2,886
236,Mon Dec 07 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sun Dec 20 2020 15:37:14 GMT-0800 (Pacific Standard Time),2,3,1,936,2,206
237,Sun Dec 06 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sun Dec 13 2020 15:37:14 GMT-0800 (Pacific Standard Time),4,1,1,8120,2,528
238,Mon Dec 07 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sun Dec 20 2020 15:37:14 GMT-0800 (Pacific Standard Time),5,1,0,3181,2,335
239,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 14 2020 15:37:14 GMT-0800 (Pacific Standard Time),3,1,1,4977,2,993
240,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 14 2020 15:37:14 GMT-0800 (Pacific Standard Time),5,1,0,3181,2,186
241,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Thu Dec 24 2020 15:37:14 GMT-0800 (Pacific Standard Time),4,1,1,2283,2,458
242,Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),Thu Dec 24 2020 15:37:14 GMT-0800 (Pacific Standard Time),1,2,2,5426,2,890
243,Thu Dec 10 2020 15:37:14 GMT-0800 (Pacific Standard Time),Tue Dec 15 2020 15:37:14 GMT-0800 (Pacific Standard Time),5,1,0,936,2,987
244,Thu Dec 10 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sat Dec 26 2020 15:37:14 GMT-0800 (Pacific Standard Time),3,1,1,7222,2,169
245,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 07 2020 15:37:14 GMT-0800 (Pacific Standard Time),1,1,1,6324,2,372
246,Thu Dec 10 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 28 2020 15:37:14 GMT-0800 (Pacific Standard Time),1,4,1,6324,2,410
247,Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),4,1,1,1834,2,547
248,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Thu Dec 17 2020 15:37:14 GMT-0800 (Pacific Standard Time),5,1,0,3630,2,285
249,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 14 2020 15:37:14 GMT-0800 (Pacific Standard Time),2,1,1,4977,2,524
250,Sun Dec 06 2020 15:37:14 GMT-0800 (Pacific Standard Time),Thu Dec 10 2020 15:37:14 GMT-0800 (Pacific Standard Time),4,1,1,936,2,556
251,Sun Dec 06 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 21 2020 15:37:14 GMT-0800 (Pacific Standard Time),2,3,1,5875,2,320
252,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 07 2020 15:37:14 GMT-0800 (Pacific Standard Time),1,2,1,1834,2,552
253,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 21 2020 15:37:14 GMT-0800 (Pacific Standard Time),3,2,1,3630,2,98
254,Tue Dec 08 2020 15:37:14 GMT-0800 (Pacific Standard Time),Thu Dec 17 2020 15:37:14 GMT-0800 (Pacific Standard Time),4,1,1,487,2,981
255,Tue Dec 08 2020 15:37:14 GMT-0800 (Pacific Standard Time),Wed Dec 16 2020 15:37:14 GMT-0800 (Pacific Standard Time),1,4,1,1385,2,425
255,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 14 2020 15:37:14 GMT-0800 (Pacific Standard Time),2,1,2,3085,3,100
256,Thu Dec 10 2020 15:37:14 GMT-0800 (Pacific Standard Time),Wed Jan 06 2021 15:37:14 GMT-0800 (Pacific Standard Time),2,4,1,3766,3,468
257,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 14 2020 15:37:14 GMT-0800 (Pacific Standard Time),5,1,1,588,3,61
258,Thu Dec 10 2020 15:37:14 GMT-0800 (Pacific Standard Time),Fri Dec 18 2020 15:37:14 GMT-0800 (Pacific Standard Time),5,1,1,2631,3,591
259,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 07 2020 15:37:14 GMT-0800 (Pacific Standard Time),1,4,1,3993,3,475
260,Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),Thu Dec 17 2020 15:37:14 GMT-0800 (Pacific Standard Time),6,1,0,1950,3,772
261,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sat Dec 26 2020 15:37:14 GMT-0800 (Pacific Standard Time),3,3,1,4447,3,875
262,Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),Wed Dec 16 2020 15:37:14 GMT-0800 (Pacific Standard Time),2,2,1,1269,3,200
263,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Wed Jan 06 2021 15:37:14 GMT-0800 (Pacific Standard Time),3,1,1,6717,3,826
264,Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),Thu Jan 07 2021 15:37:14 GMT-0800 (Pacific Standard Time),3,2,1,1950,3,934
265,Tue Dec 08 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sat Dec 12 2020 15:37:14 GMT-0800 (Pacific Standard Time),3,2,1,1269,3,380
266,Tue Dec 08 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sat Dec 26 2020 15:37:14 GMT-0800 (Pacific Standard Time),5,1,1,588,3,823
267,Mon Dec 07 2020 15:37:14 GMT-0800 (Pacific Standard Time),Fri Dec 18 2020 15:37:14 GMT-0800 (Pacific Standard Time),4,1,1,6944,3,419
268,Tue Dec 08 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Jan 04 2021 15:37:14 GMT-0800 (Pacific Standard Time),6,1,0,2404,3,903
269,Sat Dec 05 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Dec 21 2020 15:37:14 GMT-0800 (Pacific Standard Time),5,1,1,1723,3,171
270,Thu Dec 10 2020 15:37:14 GMT-0800 (Pacific Standard Time),Tue Dec 29 2020 15:37:14 GMT-0800 (Pacific Standard Time),1,2,3,2858,3,180
271,Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),Fri Dec 25 2020 15:37:14 GMT-0800 (Pacific Standard Time),6,1,0,1042,3,788
272,Mon Dec 07 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sun Dec 13 2020 15:37:14 GMT-0800 (Pacific Standard Time),5,1,1,5582,3,783
273,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Wed Dec 30 2020 15:37:14 GMT-0800 (Pacific Standard Time),4,2,1,6944,3,444
274,Thu Dec 10 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Jan 04 2021 15:37:14 GMT-0800 (Pacific Standard Time),3,3,1,6717,3,705
275,Fri Dec 11 2020 15:37:14 GMT-0800 (Pacific Standard Time),Mon Jan 04 2021 15:37:14 GMT-0800 (Pacific Standard Time),2,2,2,3539,3,306
276,Wed Dec 09 2020 15:37:14 GMT-0800 (Pacific Standard Time),Sat Jan 02 2021 15:37:14 GMT-0800 (Pacific Standard Time),5,1,1,4901,3,318
277,Tue Dec 08 2020 15:37:14 GMT-0800 (Pacific Standard Time),Thu Dec 31 2020 15:37:14 GMT-0800 (Pacific Standard Time),6,1,0,6717,3,31
